review_id,review,rating,rating_derived_label,annotator_1,annotator_2,annotator_3,final_sentiment,Unnamed: 8,Unnamed: 9,Unnamed: 10,majority_label,full_agreement,requires_resolution,resolution_notes
8770,The girl taking my order at the counter had a few suggestions on ordering that saved us some money.,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
13117,Right in front of the WORLD FAMOUS Santa Monica Beach Pier!,5,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
15037,I eat breakfast here almost every day.,4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
20438,They don't know how to make a dang mcchicken,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
20628,Fast food,4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
33280,"It's very good, during the day there are older Latina ladies who are very cool, but not at night and the place is not so nice. I'm surprised that McDonald's promotions in the USA are so bad.",4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
10284,The slowest drive true that ever been. I was in line for about 20 and they were only 4 cars ahead of me,2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
8693,"My neighborhood McDonald's and it's meh... lack luster service especially inside. They gotta keep the drive through times down so the dining room service is at best a ""C"". The security people there are always pressuring people to leave. Its assumed you're homeless or a bum so security gives you a time in which you've got to go. Then there's the food. I suggest a 5 - 10 minute walk to Apollo Burger.",3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False,
30882,"The service is not the best, but the food was good",3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
10551,homeless are very agressive and smoking pot demanding money at drive through.,2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
21678,"Fast food , what can I say. Fills the belly",1,Negative,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
13272,"The coffee is good. It is clean and warm and safe. Afterwards, I always regret eating there.",3,Neutral,Neutral,Positive,Negative,Negative,,,,,False,True,
26246,Too much wait at midnight. Burger had unsatisfing taste and coke had no soda,2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
10410,The employees were a little distracted by each other but the service wasn't too bad.,4,Positive,Positive,Negative,Neutral,Positive,,,,,False,True,
14155,Why would you ask me when im ordering if i want any condiment if ur just going to forget them. Fries are raw and my sandwich patty was hard but yet they still some how managed to smush the sandwich in half. Atlest they wore able to get the drink right.,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
14106,"Been understaffed for over a month. You expect McDonald's to be there for your midnight cravings. I remember a group of people were told that McDonald's was not taking their order due to being understaffed, yet there were 3 people in the back. It only takes 2 people to run things back there. What do you do during the day when you're understaffed? Lose out on the incoming money? If 2 people cant function in the back then you shouldn't be working there to begin with. Simple as that!",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
25541,Stopped by for a quick grab on my way home. Got my burger wrong but the drive through line was too long so I feed it to the birds. (10:30pm),1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
24546,"Just went through the drive thru, young lady at payment window needs additional training on what is considered proper customer care. She was having a full on conversation with a coworker related to a personal matter (candy she had sitting on the counter next to her), the other coworker indicated she had a customer to which she stated "" I dont care"". She continued her conversation leaving me sitting there until she finished. Never said hello or thank you. Once I received my food it was in a bag dripping with grease. I should have driven a quarter mile up the road to Wendys. Shameful",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
22415,"Meh the place usually has a line, free refills and free Wi-Fi. Most meals come with PINEAPPLE but its 2.00 extra. At the time of order simply ask for no PINEAPPLE and the meal.price will be cheaper. If you forgot to ask for no PINEAPPLE in most cases they give you an apple pie.",3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
23248,I didn't hate it. Why dies person taking order from drive thru window have such a hard time hearing the customers ordrr on speaker.,4,Positive,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
30912,Drive through was congested and tourist mixed with locals makes the parking lot a war zone.,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
22663,"Haupia pies, that's the post.",5,Positive,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False,
7915,"I understand that mistakes can be made, but when the order is done on Uber and you have the receipt and time to complete the order, how do you confuse a small Sprite for a tote of cookies?",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
1246,mmmm chimken,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
912,Time for McDonald's to open their doors for indoor seating. Pricing is getting out of hand as well. Can go to red Robin for $5 more and sit down to eat.,2,Negative,Neutral,Neutral,Negative,Neutral,,,,Neutral,False,False,
6809,Didn't have to get too close to actual people,5,Positive,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
10790,"At night, i ve been a very long queue to cashier. Too many strange people want to orders. services are very slow. many misunderstanding speak english conversation",2,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
8631,"When there s people working, the service is pretty good today we went to the drive thru and no one was there to take our order",3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False,
24230,Could only order from kiosk. Wanted some extras but serving staff struggled with English,2,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
30582,They need more staff members. they prioritize the drive thru customera and ignore the walking,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
8166,Some stuff was missing and wasn't cooked right,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
13363,They will let you use the bathroom.Give you a cup of water and amidst all the huddle.and bustle they still treat you well.,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
14911,So slow for fast food. Half hour in the drive threw.,2,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
6640,Only go to Mc donalds for the ATM the food is garbage Atm is free depending on your bank,3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False,
21417,We had to literally argue with the shift Supervisor to get more creamer and sugar for my coffee. Ill never go there again!,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
22712,I only stopped there because my dog likes their chicken nuggets,2,Negative,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
17480,ORDERED 3 items only got 2,2,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
22299,"Stopped in for a quick bite to eat, I couldn't get breakfest because they said they stop serving breakfest at 11:00 am. And so I enjoyed a Big Mac with my morning cup of coffee, and a ice water, by the way its now .50cents for a cup of water.",4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
7014,"The food came quickly and it was hot my sausage bisquick was really good, but the big breakfast came without condiments.We asked for salt, they said it was in the bag but the only thing in the bag was syrup and we didn't order pancakes.",3,Neutral,Negative,Positive,Neutral,Neutral,,,,,False,True,
4939,Typical McDonald's,3,Neutral,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
2141,How is this 3 large fries?!,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
21543,"Good food and price, but 5 flies are flying around your food.",4,Positive,Negative,Positive,Negative,Negative,,,,Negative,False,False,
21770,Normal McDonald's. You'll feel bad after.,3,Neutral,Neutral,Negative,Negative,Negative,,,,Negative,False,False,
10634,The app doesn't save you much money at all,3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False,
266,It would be okay if I could communicate with the people that work there I suppose I am suppose to learn Spanish,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
11981,"The man bathroom urinals stink so bad, the water does not flush the toxic substance in it. It gets busy when 2 buses pull in at the same time. The touch screen is not as easy to operate as most older people and many foreigners don't know how to place an order for the meal.",3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
22746,Open 24/7 for all your dining needs.,3,Neutral,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False,
11983,One of the best mcdonalds I have been too. We travel from Montreal to New York frequently and often stop by this mcdonalds. The service is always efficient and quick. Premises always clean! Definitely a thumbs up especially considering how filthy and awful some other mcdonalds can be!!,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
25406,"Food was definitely not even close to being fresh ""ish""and the location, although you'd think is convenient after visiting the zoo ... It's a wreck waiting to happen if you try to drive in to their location.",2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
16500,my country men was serve and assist my order. thankz,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
12153,All I'm gonna say is check your order before you leave the restaurant,4,Positive,Neutral,Neutral,Negative,Neutral,,,,Neutral,False,False,
65,They run out of fry containers and constantly forget sauces. The dining room is still closed for some reason so have fun getting back in line for a sauce. Sometimes the fries aren't great which is a huge part of McDonald's. Come on guys...,3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False,
26154,Very helpful and patient cashier and supervisor. Walk-in was very quick. Drive-thru was quite slow however.,4,Positive,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False,
7422,Reliable McDonald with drive-in facility.,4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
12827,"Some of the vacuums do not have good suction, too many tape ""repairs"" on them.",3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
23965,Takes a little long to get your food,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
21792,Service was amazing but EXPENSIVE,2,Negative,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
11360,"It's a McDonald's, quick cheep place to eat.",5,Positive,Positive,Positive,Neutral,Positive,,,,Positive,False,False,
14134,Went through the drive-through and at 10:59am was told only serving breakfast and that I'd have to circle back around to the back of the line since lunch doesn't start until 11:00am.,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
24408,"Service is slow and painful, lost McDouble Bundle option on menu for budget minded customers. Still giving it 2 stars, because employees aren't paid enough to say, ""Have a Good Day"" when you getting order at pick up window. Change my mind next time I drive through and you'll get more stars... Like what you see? Just say... OYE! -The Blond One-",2,Negative,Neutral,Neutral,Negative,Neutral,,,,Neutral,False,False,
25365,Just finished a remodel and took all the zoo animals away very disappointed in that however was clean and service was great.,3,Neutral,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False,
2378,Dirty restroom but good service !,4,Positive,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
8717,"Zero customer service skills. They don't even acknowledge yor presence. You talk to them and besides taking your order and your money, they don't even thank you for shopping there.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
1203,The shake machine is never working.,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
14054,they always forget the sauce when you ask for them. check your bags before you leave the drive thru,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
22190,"Has a local menu. Food is good but service is non-existent here. You have machines which i used to select my order, however it takes forever to collect cash. You are positioned in the busiest place in town and yet the line doesn't move. I understand you have special needs working but that means their should be a 2nd person helping speed up the line up. Went 2 different days and whether it's late night or morning, same situation. Also.. You want to charge $0.50 for tap water. Never heard of a McD's charging for a cup of tap water before.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
6191,Too many people hanging around for change,3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False,
6406,this is my 2nd order Uber is great but my drinks were not delivered I did not say anything the first time but it happened again and when I tried to call the phone is not in service,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
25494,Fancy Mcdonalds. Zoo theme nice. Everybody friendly. Had a hard working young man named Nathan. He was doing everything. Working hard. All over the restaurant. Just wanted to let him know somebody noticed.,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
6819,"Full of drug addicts and homeless people, I was there on a Saturday for a coffee and left immediately.",1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
6007,"Popped in for a drink to pass some time between appointments and charge my phone. Nothing works and homeless people were skattered everywhere, eating ketchup packets. Pass.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
21788,"Prices are considerably inflated because it is ""on the strip"" .",2,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
2147,"It's a loud McDonald's, staff is ok. I always use drive thru, don't like to stay there too much noise.",3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
10605,Drive thur line was too long. Lobby closes very early,4,Positive,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
10930,"Always packed and food takes 20-30 mins sometimes, only worth it to save money but quality is not the best as others McDonald's off the beach",3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False,
12712,Mc Donald's has a contract with Uber to give all drivers free coffee this one does not.,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
11765,Can't beat,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
8175,Customer service is not that good so,2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
21301,I've been in places in 3rd world countries cleaner than this. But I will say the food taste normal. If your at Mandalay bay and nothing else is open it's an option but I wont go hear again. Hopefully I dont get hepatitis.,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
2278,It's the second night that I come drive true no ice cream to bad,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
1506,No too bad,1,Negative,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
11617,employees courteous food ok,4,Positive,Positive,Positive,Neutral,Positive,,,,Positive,False,False,
4584,I gotta stop coming here.,5,Positive,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
12800,For fast food it was slow and really not clean like trash,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
7085,I am not sure if anyone in the USA would read reviews about McDonald's but here it is anyways. They are mediocre even by fast food standard. Unless you are really hungry or thirsty always try to avoid it.,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
14218,"Ate chicken nuggets which were surprisingly good. I""m picky about my nuggets. Fries sucked. Soggy and no salt on them. Threw them away. Honey mustard sauce was good.",3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
13932,"The kids had a blast! Very hectic and tons of folks are there. You order at a kiosk and then they bring your food to you. Our food arrived in an orderly time. Although, the fries were cold and we had to send them back. The kids enjoyed the play area and game area. I recommend you let your kids wear socks or bring some. Otherwise they run around the nasty floor barefooted when they are on the playground. They also have an icecream and dessert area.",4,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
26071,Food was delicious....I always get the big mack and fries and ask for it to be HOT,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
28548,Need to update breakfast app menu and add back the souther style chicken biscuit,2,Negative,Negative,Negative,Neutral,Negative,,,,Negative,False,False,
9294,"Food was OK, but they didn't bring it to your table as advertised on the kiosk.",3,Neutral,Neutral,Positive,Negative,Neutral,,,,,False,True,
22647,Standard menu and quality. Mostly tourists and some interesting locals.,5,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
14135,We had the hottest quarter pounder we have ever had! This Mcdinalds Ricks. The drive thru was fast and we even got enough napkins!!! Great job...keep it up. Ill go to this Mcdonalds any day!!!!!,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
8430,"If you want to have an unpleasant time, go to the drive of this mcDonald's, they are all wrong from the first to the last and could it be that now the mcflury is just ice cream with a cookie sprinkle on top?",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
16662,Can't go wrong with a 10-piece chicken McNugget meal,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False,
5303,"Customer service needs more training. Girl (I said girl, I meant child), looked frightened to be there. Good news - I ordered 2 lg Frappes and they gave me a punch card to get a free one after buying so many. Only McDonald's I've been to with them. So good job! And girlfriend, practice makes perfect, put yourself out there!",3,Neutral,Positive,Positive,Neutral,Positive,,,,Positive,False,False,
12413,"It is OK,",3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
15421,Unqualified employees to serve customers. Too busy goofing off or eating fries to tend to customer needs. Milkshake was so watery wasn,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
2162,"The service is lack, because of the internet orders. There is not enough of personnel to handle the cashier to receive the walk in orders. Very disorganized personnel, and they need supervision.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
24407,Took over a hour for my order and they need a PC system to let people know their orders are ready. THEY NEED MORE HELP,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
8079,Some days the service is fast and others it takes forever.,4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
20723,"All very well, but customer service needs to be improved (sometimes)",4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
15839,They do pretty good for late late night.,4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
28629,Very good food. Just lines are to long,4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
4450,I like to order here whenever I want to add more layer of flab,4,Positive,Positive,Positive,Neutral,Positive,,,,Positive,False,False,
19782,I don't like it very much because whenever you order something they measure what it is not...,2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
4179,The Big Mac wasn't fresh but service was fast. ( I would like to suggest everyone to download their McDonald's app. They offer great deals & rewards points to receive free food ),4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
11297,Very efficient drive through staff. Great fries as well. The inside however is very Spartan and not clean. You also have to pay to use the bathroom! See my photo. What the what....,4,Positive,Negative,Positive,Neutral,Neutral,,,,,False,True,
26138,"Kind person that cant manage to get an order right. 3 times I had to come back to get the order redone. Kind cashier, everything else about this place sucks.",2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
12881,Line horrible long fries cold sandwich awesome,2,Negative,Negative,Negative,Neutral,Negative,,,,Negative,False,False,
22279,Hawaii Beach front McDonald's yes please,4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
2729,No specials,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
16050,"Well, that's fine, but the machines don't have ice for soft drinks, it's the one inside the Alto Glory Walmart",2,Negative,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
11777,Dry hamburger buns,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
11688,Coffee is average and to sweet,2,Negative,Neutral,Neutral,Negative,Neutral,,,,Neutral,False,False,
14873,Prices are very high I don't think I will ever go back,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
15772,This place is always out of Ice Cream. They also close at midnight when online it says open 24hrs.,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
21665,No cares given,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
5292,I had to go around the drive through 3 times to get everything that I ordered. Though people where usually very nice and apologetic.,2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False,
22718,First ever mcdonald without toilet facilities and hand wash,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
18505,It's ok. Average.,3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
25421,"I work five minutes away from this store, so I go there all the time. Everytime I go there's a problem. This time my bun was so hard. The bottom bun. There's always something wrong. I worked for this same company for a lot of years,(swing manager). It's crazy. I've only got good service once or twice there.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
12012,Not big the food,2,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False,
15003,Slow but good service,5,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False,
2567,double cheeseburgers please,5,Positive,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False,
19631,Improving every day!,4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False,
10113,Weird to review a McDonald s,5,Positive,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False,
16856,Thank you Elastrada .,3,Neutral,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False,
22446,Same ol' McDonalds but without a daaaaamn toilet wth?! Busy as and on the dirty side but with heaps of foot traffic I understand. Staff look like they try hard to maintain.,2,Negative,Neutral,Negative,Negative,Negative,,,,Negative,False,False,
